Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Bought Condition,Price,Registered state
Toyota,Camry,2009.0,Silver,Nigerian Used,125096.0,2400.0,Registered,3328000.0,lagos
Lexus,RX 400h,2008.0,Silver,Nigerian Used,252542.0,3300.0,Imported,4200000.0,unknown
Lexus,GS,2006.0,Black,Nigerian Used,296887.0,3000.0,Imported,3224000.0,rivers
Toyota,Highlander,2006.0,Silver,Nigerian Used,437832.0,3300.0,Registered,3432000.0,unknown
Toyota,Corolla,2007.0,Silver,Foreign Used,195981.0,1800.0,Imported,3640000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,161442.0,2400.0,Imported,2625000.0,lagos
Lexus,RX 350,2010.0,Black,Nigerian Used,93098.0,3500.0,Imported,6300000.0,unknown
Kia,Sedona,2008.0,Gold,Foreign Used,186935.0,3800.0,Imported,5040000.0,unknown
Toyota,Corolla,2013.0,Gray,Foreign Used,131523.0,1800.0,Imported,5250000.0,unknown
Lexus,RX 350,2010.0,Silver,Foreign Used,209153.0,3500.0,Imported,9187500.0,unknown
Toyota,Corolla,2008.0,Black,Nigerian Used,238539.0,1800.0,Registered,3224000.0,lagos
Kia,Sorento,2008.0,White,Foreign Used,121191.0,3500.0,Imported,4200000.0,unknown
Lexus,RX,2005.0,Silver,Foreign Used,171005.0,3300.0,Imported,6240000.0,unknown
Toyota,Tacoma,2002.0,Silver,Nigerian Used,314389.0,3400.0,Imported,3150000.0,lagos
Lexus,ES,2012.0,Gray,Nigerian Used,306873.0,3500.0,Registered,4410000.0,unknown
Toyota,Corolla,2005.0,Blue,Nigerian Used,175179.0,1800.0,Imported,2600000.0,unknown
Toyota,Corolla,2007.0,Blue,Foreign Used,162042.0,1800.0,Imported,4160000.0,unknown
Lexus,ES,2012.0,Black,Nigerian Used,50918.0,3500.0,Imported,5200000.0,lagos
Jeep,Wrangler,2008.0,White,Nigerian Used,91245.0,3800.0,Imported,12600000.0,lagos
Toyota,Corolla,2007.0,Gray,Nigerian Used,93398.0,1800.0,Imported,3640000.0,unknown
Lexus,GS,2010.0,Blue,Foreign Used,157948.0,3500.0,Imported,5250000.0,unknown
Toyota,Camry,2014.0,Black,Foreign Used,111375.0,2500.0,Imported,5250000.0,unknown
Honda,Accord,2014.0,Black,Nigerian Used,165421.0,2400.0,Registered,5720000.0,abuja
Honda,Pilot,2011.0,Black,Nigerian Used,173864.0,3500.0,Registered,4368000.0,lagos
Toyota,Camry,2011.0,Gray,Nigerian Used,101140.0,2400.0,Imported,3432000.0,lagos
Ford,Escape,2013.0,Green,Nigerian Used,122398.0,2000.0,Registered,5720000.0,unknown
Lexus,RX 350,2010.0,Black,Nigerian Used,299715.0,3500.0,Registered,9360000.0,lagos
Kia,Sorento,2014.0,Silver,Foreign Used,133996.0,2400.0,Imported,5565000.0,unknown
Mercedes-Benz,GLK-Class,2010.0,Gold,Nigerian Used,209938.0,3500.0,Registered,7800000.0,abuja
Toyota,Highlander,2003.0,Gold,Nigerian Used,189765.0,3500.0,Registered,3120000.0,unknown
Toyota,Corolla,2010.0,Silver,Nigerian Used,153552.0,1800.0,Imported,3952000.0,abuja
Mercedes-Benz,M Class,2009.0,Black,Nigerian Used,291934.0,3500.0,Imported,6032000.0,unknown
Lexus,RX 350,2010.0,Red,Nigerian Used,165222.0,3500.0,Imported,9880000.0,unknown
Lexus,RX 350,2007.0,White,Nigerian Used,189324.0,3500.0,Registered,4160000.0,unknown
Toyota,Corolla,2009.0,Gray,Nigerian Used,170240.0,1800.0,Registered,3640000.0,lagos
Toyota,Corolla,2009.0,Black,Nigerian Used,448614.0,1800.0,Brand new,3675000.0,unknown
Hyundai,Elantra,2013.0,Black,Nigerian Used,116179.0,1800.0,Imported,3328000.0,abuja
Toyota,Corolla,2008.0,Gray,Nigerian Used,63008.0,1800.0,Registered,2625000.0,lagos
Toyota,Camry,2007.0,Silver,Nigerian Used,279804.0,2400.0,Registered,2808000.0,unknown
Lexus,ES,2011.0,Silver,Foreign Used,143371.0,3500.0,Imported,6300000.0,unknown
Ford,Edge,2008.0,Silver,Foreign Used,354304.0,3500.0,Imported,4472000.0,unknown
Lexus,ES,2009.0,Red,Nigerian Used,185077.0,3500.0,Imported,4680000.0,lagos
Toyota,Corolla,2004.0,Red,Nigerian Used,113880.0,1800.0,Imported,2912000.0,unknown
Toyota,Avalon,2007.0,Gold,Nigerian Used,397260.0,3500.0,Imported,2600000.0,unknown
Toyota,Venza,2014.0,Black,Nigerian Used,59847.0,3500.0,Registered,6300000.0,unknown
Toyota,Camry,2010.0,Gold,Foreign Used,272164.0,2500.0,Imported,4680000.0,unknown
Toyota,Prius,2012.0,Gray,Nigerian Used,116279.0,1800.0,Imported,3150000.0,lagos
Honda,Accord,2015.0,Silver,Foreign Used,63421.0,2400.0,Imported,6825000.0,unknown
Ford,Ranger,2004.0,Blue,Nigerian Used,433031.0,4000.0,Registered,2835000.0,lagos
Toyota,Camry,2010.0,Black,Foreign Used,161987.0,2500.0,Imported,4576000.0,unknown
Hyundai,Elantra,2013.0,Gray,Nigerian Used,83344.0,1800.0,Brand new,3952000.0,lagos
Pontiac,Vibe,2010.0,Black,Foreign Used,120596.0,1800.0,Imported,4368000.0,unknown
Toyota,Corolla,2009.0,Blue,Nigerian Used,80748.0,1800.0,Registered,3276000.0,lagos
Mini,Cooper,2007.0,Silver,Nigerian Used,102849.0,1600.0,Imported,2625000.0,lagos
Honda,Accord,2016.0,Silver,Nigerian Used,133079.0,2400.0,Imported,6656000.0,unknown
Toyota,Camry,2012.0,Black,Nigerian Used,148262.0,2500.0,Registered,4515000.0,unknown
Toyota,Corolla,2011.0,Blue,Foreign Used,80190.0,1800.0,Imported,4888000.0,unknown
Toyota,Corolla,2005.0,Silver,Foreign Used,452845.0,1800.0,Imported,3640000.0,unknown
Toyota,Highlander,2008.0,Blue,Nigerian Used,151646.0,3500.0,Imported,5000000.0,lagos
Acura,MDX,2007.0,Gray,Nigerian Used,161334.0,3700.0,Registered,2730000.0,lagos
Toyota,Corolla,2009.0,Blue,Nigerian Used,226059.0,1800.0,Imported,2730000.0,lagos
Toyota,RAV4,2012.0,Silver,Nigerian Used,194033.0,3500.0,Imported,4680000.0,edo
Lexus,RX 350,2016.0,Black,Nigerian Used,65904.0,3000.0,Imported,17850000.0,rivers
Toyota,Camry,2008.0,Blue,Foreign Used,172431.0,2500.0,Imported,4680000.0,unknown
Ford,Mustang,2007.0,Gray,Nigerian Used,209182.0,4000.0,Imported,3045000.0,rivers
Lexus,RX 330,2005.0,Black,Foreign Used,359170.0,3300.0,Imported,5985000.0,unknown
Toyota,Highlander,2003.0,Green,Nigerian Used,193170.0,3300.0,Imported,2912000.0,abuja
Toyota,Corolla,2007.0,Blue,Nigerian Used,317569.0,1800.0,Registered,2496000.0,lagos
Toyota,Camry,2012.0,Black,Foreign Used,292053.0,2500.0,Imported,7280000.0,unknown
Toyota,Corolla,2010.0,Red,Nigerian Used,170011.0,1800.0,Registered,3640000.0,lagos
Lexus,ES,2008.0,White,Nigerian Used,227475.0,3500.0,Registered,3744000.0,lagos
Kia,Mohave,2013.0,Black,Nigerian Used,181404.0,3500.0,Registered,4200000.0,lagos
Mercedes-Benz,GLK-Class,2011.0,Black,Foreign Used,138800.0,3500.0,Imported,9048000.0,unknown
Dodge,Caliber,2007.0,Gray,Nigerian Used,202688.0,2000.0,Registered,2080000.0,lagos
Toyota,Sienna,2004.0,Silver,Nigerian Used,362622.0,3300.0,Imported,3328000.0,lagos
Toyota,Camry,2012.0,Red,Foreign Used,332677.0,2800.0,Imported,6825000.0,unknown
Lexus,RX 350,2008.0,Brown,Nigerian Used,117146.0,3500.0,Imported,6760000.0,lagos
Toyota,Camry,2007.0,Green,Nigerian Used,95166.0,2400.0,Registered,3328000.0,unknown
Mitsubishi,Montero,2006.0,Brown,Nigerian Used,189172.0,3800.0,Imported,3675000.0,lagos
Toyota,Corolla,2009.0,Gray,Nigerian Used,204189.0,1800.0,Registered,2730000.0,unknown
Ford,F-150,2012.0,Gray,Nigerian Used,416548.0,3500.0,Imported,6300000.0,lagos
Toyota,Corolla,2010.0,Blue,Nigerian Used,100056.0,1800.0,Registered,3640000.0,lagos
Honda,Accord Crosstour,2010.0,White,Nigerian Used,183650.0,3500.0,Imported,4160000.0,lagos
Toyota,Camry,2007.0,Green,Nigerian Used,138696.0,3500.0,Imported,3120000.0,unknown
Lexus,IS,2011.0,Black,Nigerian Used,126208.0,2500.0,Registered,4200000.0,lagos
Mercedes-Benz,CLA-Class,2014.0,Black,Nigerian Used,97415.0,2000.0,Registered,7350000.0,abuja
Toyota,Corolla,2009.0,Gold,Nigerian Used,87679.0,1800.0,Imported,2940000.0,lagos
Mercedes-Benz,E350,2010.0,Black,Nigerian Used,202685.0,3500.0,Registered,5720000.0,abuja
Mercedes-Benz,C300,2013.0,Black,Nigerian Used,111955.0,3000.0,Registered,3885000.0,unknown
Hyundai,Sonata,2015.0,Blue,Nigerian Used,126928.0,2400.0,Imported,4410000.0,lagos
Toyota,Highlander,2008.0,Gold,Nigerian Used,169875.0,3500.0,Registered,4410000.0,lagos
Toyota,Avanza,2006.0,Gray,Nigerian Used,230981.0,1500.0,Registered,2100000.0,unknown
Toyota,Camry,2012.0,Gray,Nigerian Used,148120.0,2500.0,Imported,4680000.0,lagos
Pontiac,Vibe,2005.0,Black,Nigerian Used,203944.0,1800.0,Registered,2600000.0,kaduna
Mercedes-Benz,M Class,2013.0,Red,Nigerian Used,195557.0,3500.0,Imported,5040000.0,lagos
Toyota,Camry,2007.0,Black,Nigerian Used,225586.0,2400.0,Registered,2415000.0,lagos
Honda,Accord,2012.0,Black,Nigerian Used,92589.0,2400.0,Registered,4160000.0,unknown
Lexus,RX 350,2011.0,Black,Nigerian Used,292003.0,3500.0,Registered,6825000.0,imo
Toyota,Camry,2006.0,Gold,Nigerian Used,226052.0,2400.0,Registered,2288000.0,lagos
Hyundai,Elantra,2013.0,Black,Foreign Used,249257.0,1800.0,Imported,5720000.0,unknown
Toyota,Highlander,2012.0,Gray,Nigerian Used,64400.0,3500.0,Imported,4935000.0,lagos
Kia,Forte,2011.0,Silver,Foreign Used,250296.0,1800.0,Imported,3360000.0,unknown
Lexus,RX 350,2007.0,Silver,Nigerian Used,196920.0,3500.0,Registered,3591000.0,lagos
Pontiac,Vibe,2003.0,Red,Foreign Used,247223.0,1800.0,Imported,3328000.0,unknown
Toyota,Highlander,2008.0,Black,Nigerian Used,176968.0,3500.0,Registered,4200000.0,abuja
Mercedes-Benz,M Class,2008.0,Brown,Nigerian Used,105112.0,3500.0,Registered,3675000.0,lagos
Mercedes-Benz,C300,2009.0,Black,Foreign Used,258260.0,3000.0,Imported,3780000.0,unknown
Honda,Accord,2017.0,Gray,Nigerian Used,52878.0,2000.0,Brand new,7072000.0,lagos
Lexus,IS,2006.0,Gray,Nigerian Used,130515.0,2500.0,Registered,3441000.0,unknown
Toyota,Camry,2008.0,Blue,Nigerian Used,206523.0,2400.0,Registered,2808000.0,unknown
Toyota,RAV4,2007.0,Blue,Nigerian Used,270449.0,2400.0,Brand new,3150000.0,lagos
Mazda,CX-7,2007.0,White,Foreign Used,240472.0,2300.0,Imported,4160000.0,unknown
Toyota,Corolla,2006.0,Gray,Foreign Used,151446.0,1800.0,Imported,3640000.0,unknown
Scion,xB,2011.0,Blue,Foreign Used,76692.0,2400.0,Imported,5250000.0,unknown
Honda,Ridgeline,2007.0,Blue,Nigerian Used,260475.0,3500.0,Registered,3150000.0,lagos
Toyota,RAV4,2008.0,Red,Nigerian Used,142608.0,3000.0,Imported,4160000.0,abuja
Toyota,Highlander,2008.0,Purple,Foreign Used,123568.0,3500.0,Imported,8320000.0,unknown
Toyota,Sienna,2004.0,Silver,Nigerian Used,300360.0,3000.0,Registered,4160000.0,unknown
Toyota,Camry,2008.0,Gray,Nigerian Used,146521.0,2400.0,Registered,3150000.0,lagos
Toyota,Avalon,2005.0,Silver,Foreign Used,288232.0,3500.0,Imported,2940000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,125501.0,2400.0,Registered,2940000.0,unknown
Honda,Odyssey,2006.0,Blue,Foreign Used,366654.0,3500.0,Imported,3465000.0,unknown
Toyota,Sienna,2007.0,Green,Nigerian Used,190375.0,3500.0,Imported,3120000.0,lagos
Nissan,Maxima,2010.0,Silver,Foreign Used,179048.0,3500.0,Imported,4095000.0,unknown
Toyota,Matrix,2010.0,Gray,Nigerian Used,120233.0,1800.0,Registered,3536000.0,lagos
Toyota,Camry,2011.0,Silver,Nigerian Used,195596.0,2500.0,Imported,3640000.0,abuja
Mercedes-Benz,C200,2002.0,Blue,Nigerian Used,170318.0,1800.0,Imported,3150000.0,lagos
Toyota,Corolla,2008.0,White,Nigerian Used,325036.0,1800.0,Imported,2625000.0,lagos
Toyota,Highlander,2015.0,Gray,Nigerian Used,104329.0,3500.0,Registered,14560000.0,abuja
Toyota,Land Cruiser Prado,2012.0,Black,Nigerian Used,71451.0,2700.0,Imported,16640000.0,lagos
Toyota,Camry,2007.0,Green,Nigerian Used,121805.0,2400.0,Registered,3120000.0,lagos
Nissan,Qashqai,2015.0,Black,Nigerian Used,63004.0,2000.0,Brand new,7280000.0,lagos
Toyota,Camry,2002.0,Black,Nigerian Used,245612.0,2400.0,Registered,2600000.0,unknown
Honda,Ridgeline,2006.0,Gray,Foreign Used,298936.0,3500.0,Imported,6448000.0,unknown
Toyota,Camry,2010.0,Green,Foreign Used,25583.0,2500.0,Imported,4992000.0,unknown
Toyota,Venza,2009.0,White,Nigerian Used,248377.0,2700.0,Registered,4935000.0,lagos
Toyota,Highlander,2006.0,Black,Foreign Used,409018.0,3300.0,Imported,4200000.0,unknown
Kia,Sorento,2011.0,Black,Nigerian Used,122570.0,3500.0,Brand new,3125000.0,lagos
Toyota,Corolla,2009.0,Gold,Nigerian Used,87997.0,1800.0,Registered,2710000.0,lagos
Toyota,Camry,2003.0,Gray,Nigerian Used,365310.0,2400.0,Imported,2080000.0,lagos
Honda,Pilot,2009.0,Silver,Nigerian Used,113167.0,3500.0,Imported,3360000.0,lagos
Toyota,Corolla,2010.0,Silver,Nigerian Used,134657.0,1800.0,Imported,3240000.0,abuja
Ford,Escape,2015.0,Gray,Nigerian Used,105410.0,2400.0,Registered,3675000.0,lagos
Toyota,RAV4,2011.0,Black,Nigerian Used,178195.0,2500.0,Imported,5200000.0,unknown
Toyota,Corolla,2013.0,Red,Nigerian Used,136236.0,1800.0,Registered,3465000.0,abuja
Toyota,Camry,2004.0,Blue,Nigerian Used,248457.0,2400.0,Registered,3432000.0,unknown
Acura,MDX,2001.0,Gray,Nigerian Used,275744.0,3500.0,Registered,1575000.0,lagos
Honda,Ridgeline,2011.0,Black,Nigerian Used,461351.0,3500.0,Imported,3885000.0,unknown
Honda,Accord,2010.0,Green,Foreign Used,208266.0,2400.0,Imported,4472000.0,unknown
Kia,Mohave,2009.0,Black,Nigerian Used,170385.0,3800.0,Imported,2625000.0,rivers
Ford,Edge,2007.0,Red,Foreign Used,293941.0,3500.0,Imported,3675000.0,unknown
Toyota,Camry,2007.0,Blue,Nigerian Used,187309.0,2400.0,Imported,3016000.0,unknown
Toyota,Corolla,2016.0,Black,Nigerian Used,36984.0,1800.0,Imported,3675000.0,lagos
Ford,Edge,2011.0,White,Foreign Used,157609.0,3500.0,Imported,3465000.0,unknown
Acura,MDX,2003.0,Gray,Nigerian Used,425443.0,3500.0,Imported,1872000.0,unknown
Toyota,Sienna,2004.0,Gold,Nigerian Used,126754.0,3300.0,Imported,2912000.0,lagos
Kia,Sportage,2013.0,Gray,Nigerian Used,163533.0,2000.0,Registered,5200000.0,abuja
Honda,CR-V,2013.0,Black,Nigerian Used,68958.0,2400.0,Imported,5720000.0,unknown
Toyota,Corolla,2008.0,Silver,Nigerian Used,154617.0,1800.0,Registered,2600000.0,lagos
Toyota,Corolla,2008.0,Black,Nigerian Used,125884.0,1800.0,Registered,2808000.0,oyo
Nissan,Sentra,2014.0,Gray,Foreign Used,85745.0,1800.0,Imported,6300000.0,unknown
Honda,Pilot,2012.0,Blue,Nigerian Used,117364.0,3500.0,Brand new,4680000.0,lagos
Toyota,Corolla,2009.0,Black,Nigerian Used,262542.0,1800.0,Registered,2940000.0,lagos
Toyota,Avalon,2005.0,Gray,Nigerian Used,173206.0,3500.0,Registered,2100000.0,unknown
Toyota,Corolla,2003.0,Blue,Nigerian Used,91838.0,1800.0,Imported,2100000.0,lagos
Toyota,Camry,2003.0,Silver,Nigerian Used,183540.0,2400.0,Registered,2704000.0,unknown
Acura,RL,2010.0,Black,Nigerian Used,141760.0,3700.0,Imported,2940000.0,unknown
Toyota,Corolla,2010.0,Gray,Nigerian Used,201839.0,1800.0,Imported,3150000.0,unknown
Toyota,Highlander,2001.0,Gold,Nigerian Used,158866.0,3000.0,Registered,1995000.0,kwara
Chevrolet,Equinox,2005.0,Silver,Nigerian Used,202189.0,3400.0,Imported,2100000.0,lagos
Nissan,Pathfinder,2013.0,Black,Nigerian Used,112373.0,3500.0,Imported,5250000.0,lagos
Toyota,Corolla,2009.0,Black,Nigerian Used,240162.0,1800.0,Registered,2940000.0,lagos
Toyota,Camry,2007.0,Brown,Nigerian Used,115926.0,2500.0,Registered,2808000.0,unknown
Nissan,Pathfinder,2006.0,Silver,Nigerian Used,154331.0,4000.0,Imported,3016000.0,lagos
Toyota,Corolla,2004.0,Gold,Nigerian Used,302034.0,1800.0,Imported,2200000.0,lagos
Toyota,RAV4,2007.0,Blue,Nigerian Used,379181.0,2400.0,Registered,2835000.0,lagos
Toyota,Corolla,2008.0,Blue,Nigerian Used,230735.0,1800.0,Brand new,2912000.0,lagos
Hyundai,Sonata,2007.0,Blue,Nigerian Used,344914.0,2400.0,Imported,2100000.0,lagos
Hyundai,Ix35,2011.0,Brown,Nigerian Used,99785.0,2000.0,Registered,2940000.0,unknown
Toyota,Corolla,2004.0,Silver,Nigerian Used,180235.0,1800.0,Registered,2100000.0,lagos
Toyota,Matrix,2004.0,Silver,Foreign Used,326393.0,1800.0,Imported,3536000.0,unknown
Honda,Accord,2014.0,Black,Nigerian Used,104074.0,2400.0,Imported,4680000.0,unknown
Toyota,Corolla,2006.0,Gold,Nigerian Used,271117.0,1800.0,Imported,2496000.0,unknown
Mercedes-Benz,C-Class,2009.0,Black,Nigerian Used,257201.0,3000.0,Imported,5040000.0,abuja
Toyota,Camry,2005.0,Gold,Nigerian Used,322251.0,1800.0,Registered,3120000.0,unknown
Mini,Cooper,2007.0,Red,Nigerian Used,338325.0,1600.0,Registered,3150000.0,abuja
Toyota,Sienna,2007.0,Gray,Nigerian Used,24980.0,3500.0,Imported,2912000.0,lagos
Ford,Edge,2009.0,Black,Nigerian Used,162985.0,3500.0,Imported,2625000.0,lagos
Toyota,Camry,2007.0,Blue,Nigerian Used,127068.0,3500.0,Registered,2625000.0,unknown
Honda,Pilot,2005.0,Red,Nigerian Used,340090.0,3500.0,Imported,2600000.0,lagos
Acura,TL,2005.0,White,Nigerian Used,331320.0,3500.0,Registered,2496000.0,lagos
Nissan,Altima,2015.0,Silver,Nigerian Used,124394.0,2500.0,Registered,3150000.0,lagos
Nissan,Altima,2009.0,Blue,Foreign Used,354986.0,2500.0,Imported,3675000.0,unknown
Lexus,IS,2009.0,Black,Foreign Used,168023.0,2500.0,Imported,3675000.0,unknown
Toyota,Corolla,2008.0,Silver,Nigerian Used,120154.0,1400.0,Registered,3120000.0,unknown
Toyota,Camry,2008.0,Gray,Nigerian Used,296073.0,2400.0,Registered,3120000.0,abuja
Toyota,Corolla,2005.0,Blue,Nigerian Used,205717.0,1800.0,Registered,2400000.0,lagos
Nissan,Pathfinder,2014.0,Gray,Nigerian Used,57087.0,3500.0,Registered,5040000.0,rivers
Toyota,Corolla,2003.0,Gray,Nigerian Used,247963.0,1800.0,Imported,2100000.0,lagos
Toyota,RAV4,2015.0,White,Nigerian Used,67136.0,2500.0,Imported,7800000.0,lagos
Toyota,Corolla,2003.0,Gray,Nigerian Used,57384.0,1800.0,Registered,2100000.0,lagos
Toyota,Corolla,2009.0,Gray,Nigerian Used,129219.0,1800.0,Registered,3640000.0,abuja
Ford,Edge,2008.0,Red,Nigerian Used,217926.0,3500.0,Registered,2100000.0,unknown
Toyota,Camry,2007.0,Black,Nigerian Used,166088.0,2400.0,Registered,2415000.0,lagos
Toyota,Corolla,2008.0,Black,Nigerian Used,308648.0,1800.0,Imported,2730000.0,lagos
Honda,Accord,2008.0,Gray,Nigerian Used,156371.0,2400.0,Registered,2392000.0,lagos
Toyota,Highlander,2004.0,Red,Nigerian Used,170617.0,3300.0,Imported,2912000.0,lagos
Nissan,Murano,2009.0,Black,Nigerian Used,143575.0,3500.0,Imported,3150000.0,lagos
Nissan,Qashqai,2015.0,Red,Nigerian Used,95972.0,2000.0,Imported,6240000.0,unknown
Toyota,Corolla,2005.0,Gold,Nigerian Used,246098.0,1800.0,Imported,2600000.0,unknown
Honda,Accord,2008.0,Brown,Nigerian Used,117342.0,3500.0,Imported,3848000.0,lagos
Honda,Pilot,2011.0,Brown,Nigerian Used,301456.0,3500.0,Imported,5200000.0,lagos
Toyota,Corolla,2010.0,Black,Nigerian Used,335204.0,1800.0,Registered,2730000.0,unknown
Nissan,Sentra,2013.0,Black,Nigerian Used,80251.0,1800.0,Imported,3465000.0,abuja
Mercedes-Benz,M Class,2012.0,Gray,Nigerian Used,94019.0,3500.0,Imported,12480000.0,abuja
Toyota,Camry,2003.0,Black,Nigerian Used,385728.0,2400.0,Imported,1819125.0,lagos
Lexus,RX 350,2012.0,Gold,Nigerian Used,259893.0,3500.0,Imported,8400000.0,abuja
Toyota,Highlander,2004.0,Brown,Foreign Used,200000.0,3500.0,Imported,6240000.0,unknown
Toyota,Hilux,2014.0,Silver,Nigerian Used,145286.0,2700.0,Registered,9360000.0,unknown
Honda,Crosstour,2012.0,Gray,Foreign Used,248100.0,3500.0,Imported,6300000.0,unknown
Honda,Accord,2010.0,Gray,Foreign Used,180560.0,2400.0,Imported,4680000.0,unknown
Toyota,Camry,2004.0,Blue,Nigerian Used,342874.0,3000.0,Registered,2600000.0,unknown
Toyota,Camry,2007.0,Blue,Nigerian Used,348684.0,2400.0,Registered,2310000.0,lagos
Toyota,Camry,2007.0,Gold,Nigerian Used,185246.0,2400.0,Imported,2775000.0,lagos
Toyota,Corolla,2008.0,Red,Nigerian Used,94778.0,2400.0,Registered,2808000.0,unknown
Toyota,Sienna,2005.0,Gray,Nigerian Used,183620.0,3300.0,Imported,2704000.0,unknown
Toyota,Corolla,2011.0,Silver,Nigerian Used,175692.0,2500.0,Imported,2625000.0,lagos
Lexus,ES,2011.0,Black,Foreign Used,65956.0,3500.0,Imported,7800000.0,unknown
Acura,MDX,2003.0,Black,Nigerian Used,113315.0,3500.0,Registered,1768000.0,delta
Toyota,Corolla,2007.0,Gold,Nigerian Used,170291.0,1300.0,Registered,2100000.0,unknown
Toyota,Avalon,2005.0,Black,Nigerian Used,481002.0,3500.0,Registered,2808000.0,lagos
Toyota,Camry,2002.0,Gold,Nigerian Used,327818.0,2400.0,Registered,1664000.0,unknown
Toyota,Highlander,2004.0,Black,Nigerian Used,176290.0,3300.0,Registered,2625000.0,lagos
Hyundai,Elantra,2012.0,Blue,Nigerian Used,153436.0,2000.0,Registered,2730000.0,lagos
Toyota,Camry,2002.0,Silver,Nigerian Used,162154.0,2400.0,Imported,2080000.0,lagos
Toyota,Avalon,2007.0,Black,Nigerian Used,251566.0,3000.0,Registered,2310000.0,lagos
Toyota,Corolla,2006.0,Green,Nigerian Used,136166.0,1800.0,Registered,2294250.0,lagos
Toyota,Corolla,2006.0,Blue,Nigerian Used,167501.0,1400.0,Registered,2808000.0,lagos
Lexus,ES,2007.0,Blue,Foreign Used,275441.0,3500.0,Imported,5408000.0,unknown
Nissan,Navara,2008.0,Gray,Nigerian Used,67608.0,2488.0,Registered,3150000.0,lagos
Hyundai,Genesis,2008.0,Gold,Nigerian Used,84810.0,3800.0,Imported,2520000.0,unknown
Toyota,Camry,2005.0,Gold,Nigerian Used,287460.0,2400.0,Imported,2496000.0,imo
Kia,Rio,2019.0,Blue,Nigerian Used,41947.0,1400.0,Registered,4992000.0,lagos
Acura,TSX,2004.0,Blue,Nigerian Used,313617.0,2400.0,Registered,2100000.0,unknown
Toyota,Corolla,2004.0,Blue,Nigerian Used,445211.0,1800.0,Imported,2288000.0,unknown
Hyundai,Santa Fe,2010.0,Silver,Nigerian Used,167610.0,3500.0,Imported,3120000.0,unknown
Ford,Edge,2012.0,Black,Nigerian Used,159935.0,3500.0,Brand new,3360000.0,lagos
Toyota,Camry,2004.0,Blue,Nigerian Used,130544.0,3000.0,Imported,2600000.0,unknown
Acura,MDX,2008.0,Brown,Nigerian Used,97710.0,3700.0,Registered,2625000.0,unknown
Toyota,Camry,2006.0,Blue,Nigerian Used,177536.0,3000.0,Registered,2340000.0,unknown
Toyota,Camry,2005.0,Black,Nigerian Used,347069.0,2400.0,Imported,2100000.0,unknown
Lexus,ES,2005.0,Gold,Nigerian Used,114394.0,3300.0,Registered,2600000.0,unknown
Hyundai,Sonata,2011.0,Red,Nigerian Used,199984.0,2400.0,Imported,3640000.0,unknown
Toyota,Camry,2006.0,Gold,Nigerian Used,193707.0,2400.0,Imported,2704000.0,abuja
Toyota,Camry,2008.0,Silver,Nigerian Used,128401.0,2000.0,Registered,2812000.0,unknown
Honda,Pilot,2005.0,Silver,Nigerian Used,373199.0,3500.0,Imported,2080000.0,lagos
Lexus,RX 350,2007.0,Red,Nigerian Used,150706.0,3500.0,Imported,4160000.0,lagos
Lexus,ES,2004.0,Blue,Nigerian Used,189794.0,3300.0,Registered,2600000.0,unknown
Honda,Accord,2008.0,Black,Nigerian Used,121373.0,2400.0,Registered,2496000.0,abuja
Mazda,6,2007.0,Silver,Nigerian Used,128465.0,2300.0,Registered,1965600.0,lagos
Toyota,Matrix,2008.0,Black,Nigerian Used,178012.0,1800.0,Registered,2100000.0,lagos
Lexus,GS,2006.0,Black,Nigerian Used,137888.0,3000.0,Registered,2625000.0,unknown
Honda,Pilot,2006.0,Green,Nigerian Used,245921.0,3500.0,Registered,2600000.0,lagos
Toyota,Camry,2003.0,Black,Nigerian Used,256970.0,1800.0,Registered,2080000.0,lagos
Toyota,Camry,2007.0,White,Nigerian Used,118965.0,2400.0,Registered,2625000.0,unknown
Toyota,Camry,2005.0,Gray,Nigerian Used,179400.0,2400.0,Registered,2088000.0,lagos
Toyota,Camry,2010.0,Gray,Nigerian Used,83371.0,2500.0,Registered,2940000.0,unknown
Toyota,Corolla,2003.0,Silver,Nigerian Used,272791.0,1800.0,Registered,2496000.0,unknown
Toyota,Sienna,2000.0,Green,Nigerian Used,348879.0,3000.0,Imported,2600000.0,unknown
Toyota,Corolla,2008.0,Black,Nigerian Used,145536.0,1800.0,Registered,2912000.0,abuja
Lexus,RX 330,2004.0,Blue,Nigerian Used,132645.0,3300.0,Imported,4368000.0,unknown
Toyota,RAV4,2008.0,Blue,Foreign Used,248028.0,3500.0,Imported,5200000.0,unknown
Nissan,Rogue,2009.0,Silver,Nigerian Used,163603.0,2500.0,Imported,3150000.0,unknown
Mazda,CX-9,2019.0,White,Foreign Used,100318.0,2500.0,Imported,21000000.0,unknown
Kia,Sportage,2007.0,Silver,Foreign Used,124261.0,2000.0,Imported,3990000.0,unknown
Mercedes-Benz,E320,2005.0,Silver,Foreign Used,360488.0,3200.0,Imported,3675000.0,unknown
Ford,Focus,2005.0,Black,Foreign Used,199843.0,2000.0,Imported,2625000.0,unknown
Lexus,ES,2004.0,Blue,Nigerian Used,125288.0,3300.0,Imported,2415000.0,lagos
