Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Bought Condition,Price,Registered state
Toyota,4-Runner,2004.0,Black,Nigerian Used,214690.0,4000.0,Imported,2100000.0,rivers
Toyota,Corolla,2004.0,Gray,Nigerian Used,172270.0,1800.0,Registered,2100000.0,lagos
Toyota,Avalon,2011.0,Black,Nigerian Used,92836.0,3500.0,Imported,3150000.0,unknown
Kia,Forte,2010.0,Brown,Nigerian Used,319977.0,2000.0,Imported,2625000.0,unknown
Ford,Edge,2007.0,Silver,Nigerian Used,261870.0,3500.0,Registered,2205000.0,lagos
Honda,Pilot,2006.0,Gray,Nigerian Used,124704.0,3500.0,Registered,2100000.0,rivers
Toyota,Solara,2007.0,Gray,Nigerian Used,142058.0,2400.0,Registered,2835000.0,unknown
Toyota,Corolla,2011.0,Blue,Foreign Used,129521.0,1800.0,Brand new,3675000.0,unknown
Toyota,Camry,2007.0,White,Nigerian Used,103736.0,2400.0,Imported,2808000.0,unknown
Ford,Explorer,2013.0,Black,Nigerian Used,243237.0,3500.0,Imported,6240000.0,akwa ibom
Nissan,Altima,2008.0,Gray,Nigerian Used,169473.0,2500.0,Imported,3952000.0,lagos
Honda,Accord,2008.0,Pink,Nigerian Used,413376.0,2400.0,Registered,2600000.0,lagos
Toyota,Camry,2005.0,Black,Nigerian Used,203196.0,2400.0,Registered,2600000.0,lagos
Lexus,RX,2002.0,Gold,Nigerian Used,517961.0,3000.0,Imported,2100000.0,lagos
Toyota,Camry,2005.0,Gray,Nigerian Used,257494.0,3300.0,Imported,2600000.0,ondo
Nissan,Primera,2005.0,Silver,Foreign Used,142309.0,1600.0,Imported,2730000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,189925.0,2400.0,Imported,2816000.0,abuja
Nissan,Altima,2010.0,White,Foreign Used,488539.0,2500.0,Imported,2940000.0,unknown
Ford,Escape,2011.0,Black,Foreign Used,167370.0,2500.0,Imported,5775000.0,unknown
Ford,Galaxy,2004.0,Silver,Nigerian Used,284835.0,2300.0,Registered,2992500.0,jos
Toyota,Avalon,2006.0,Gold,Nigerian Used,231221.0,3500.0,Registered,2496000.0,anambra
Toyota,Corolla,2010.0,Gray,Nigerian Used,146657.0,1800.0,Registered,2940000.0,unknown
Toyota,Sienna,2008.0,Blue,Foreign Used,169440.0,3500.0,Imported,6032000.0,unknown
Toyota,Sienna,2008.0,Gray,Nigerian Used,125891.0,3500.0,Registered,2782500.0,unknown
Kia,Sorento,2012.0,Brown,Nigerian Used,151314.0,3500.0,Imported,4935000.0,lagos
Honda,Accord,2009.0,Gray,Nigerian Used,245435.0,2400.0,Imported,2392000.0,unknown
Toyota,Corolla,2013.0,Black,Nigerian Used,62791.0,1800.0,Registered,3675000.0,anambra
Honda,CR-V,2008.0,Black,Nigerian Used,133445.0,2400.0,Registered,2520000.0,unknown
Nissan,Versa,2013.0,Gray,Nigerian Used,222595.0,1800.0,Registered,1575000.0,lagos
Toyota,Avalon,2006.0,Black,Nigerian Used,196521.0,3500.0,Registered,1890000.0,delta
Opel,Astra,2005.0,Silver,Foreign Used,192599.0,1600.0,Imported,2625000.0,unknown
Toyota,Matrix,2009.0,Silver,Nigerian Used,219327.0,1800.0,Imported,2912000.0,lagos
Lexus,RX 300,2000.0,Silver,Nigerian Used,139132.0,3000.0,Registered,2600000.0,unknown
Toyota,Matrix,2003.0,Black,Nigerian Used,279609.0,1800.0,Registered,2080000.0,lagos
Lexus,RX 350,2008.0,White,Nigerian Used,223118.0,3500.0,Imported,4680000.0,abuja
Toyota,Camry,2011.0,Gray,Nigerian Used,184560.0,2500.0,Imported,4305000.0,unknown
Hyundai,Elantra,2008.0,Gray,Foreign Used,259366.0,2000.0,Imported,2540000.0,unknown
Lexus,RX 300,2003.0,Gray,Nigerian Used,167839.0,3000.0,Imported,2402400.0,unknown
Toyota,RAV4,2007.0,Black,Nigerian Used,131203.0,2400.0,Registered,2205000.0,unknown
Toyota,Camry,2002.0,Green,Nigerian Used,400357.0,2400.0,Registered,1768000.0,lagos
Honda,Accord,2012.0,Black,Nigerian Used,50758.0,2400.0,Registered,2625000.0,lagos
Ford,Escape,2004.0,Red,Nigerian Used,263350.0,3000.0,Imported,1560000.0,abuja
Toyota,Camry,2007.0,Black,Nigerian Used,282630.0,3500.0,Registered,2730000.0,imo
Toyota,Camry,2004.0,Gray,Nigerian Used,430897.0,2400.0,Registered,2184000.0,unknown
Toyota,RAV4,2016.0,Red,Foreign Used,107590.0,2400.0,Imported,11025000.0,unknown
Nissan,Almera,2014.0,Gray,Nigerian Used,84612.0,1800.0,Imported,1995000.0,lagos
Toyota,Corolla,2010.0,Green,Nigerian Used,200689.0,1800.0,Imported,2625000.0,lagos
Toyota,Corolla,2013.0,Gray,Nigerian Used,142741.0,1800.0,Registered,4472000.0,unknown
Toyota,Corolla,2003.0,Red,Nigerian Used,402792.0,1800.0,Registered,1995000.0,kaduna
Toyota,Camry,2009.0,Silver,Nigerian Used,614086.0,2500.0,Registered,2625000.0,lagos
Lexus,ES,2004.0,Black,Nigerian Used,194889.0,3300.0,Registered,2205000.0,lagos
Mitsubishi,Outlander,2007.0,Black,Nigerian Used,178882.0,3000.0,Registered,2310000.0,bayelsa
Toyota,Corolla,2005.0,Silver,Nigerian Used,199465.0,1800.0,Imported,2300000.0,unknown
Nissan,Primera,2004.0,Red,Nigerian Used,224087.0,2000.0,Registered,1680000.0,unknown
BMW,328i,2011.0,Black,Nigerian Used,173161.0,3000.0,Registered,3885000.0,yobe
Toyota,Corolla,2009.0,Gray,Foreign Used,169226.0,1800.0,Imported,5000000.0,unknown
Nissan,Altima,2014.0,Gray,Nigerian Used,74408.0,2400.0,Registered,2835000.0,unknown
Toyota,RAV4,2002.0,Gold,Nigerian Used,319399.0,2400.0,Registered,1976000.0,ondo
Pontiac,Vibe,2008.0,Red,Nigerian Used,174420.0,1800.0,Registered,2625000.0,ondo
Honda,Accord,2007.0,Gray,Nigerian Used,417884.0,2400.0,Registered,1768000.0,lagos
Toyota,Sienna,2001.0,Silver,Nigerian Used,117705.0,3000.0,Registered,1768000.0,lagos
Kia,Soul,2011.0,Gray,Nigerian Used,129319.0,1600.0,Registered,1995000.0,lagos
Lexus,ES,2005.0,Gold,Nigerian Used,150875.0,3000.0,Imported,2600000.0,anambra
Hyundai,Ix35,2011.0,Gray,Nigerian Used,114870.0,2000.0,Brand new,2625000.0,unknown
Honda,Accord,2012.0,Gray,Nigerian Used,115178.0,2400.0,Imported,2100000.0,unknown
Jeep,Liberty,2004.0,Black,Foreign Used,108316.0,3700.0,Imported,1995000.0,unknown
Nissan,X-Trail,2009.0,Black,Foreign Used,224211.0,2500.0,Imported,2625000.0,unknown
Toyota,Camry,2006.0,Black,Nigerian Used,296049.0,2400.0,Imported,1785000.0,lagos
Toyota,Camry,2003.0,Gold,Nigerian Used,133510.0,3000.0,Imported,1785000.0,lagos
Pontiac,Vibe,2006.0,Red,Foreign Used,194926.0,1800.0,Imported,3752000.0,unknown
Hyundai,Elantra,2013.0,Silver,Nigerian Used,125839.0,1800.0,Registered,2415000.0,lagos
Land Rover,Range Rover Evoque,2012.0,Red,Nigerian Used,20992.0,2000.0,Brand new,9360000.0,unknown
Toyota,Avalon,2008.0,Brown,Nigerian Used,96358.0,3500.0,Registered,2600000.0,lagos
Mazda,6,2006.0,Red,Foreign Used,435706.0,3000.0,Imported,1470000.0,unknown
Toyota,Highlander,2001.0,Gold,Nigerian Used,370254.0,3000.0,Registered,2415000.0,imo
Toyota,Sienna,2004.0,Silver,Nigerian Used,361784.0,3300.0,Registered,2625000.0,unknown
Honda,Accord,2006.0,Red,Nigerian Used,224381.0,3500.0,Imported,2300000.0,unknown
Hyundai,Accent,2014.0,Gray,Nigerian Used,124450.0,1500.0,Registered,2704000.0,lagos
Kia,Rio,2017.0,Gray,Nigerian Used,57937.0,1400.0,Registered,2855000.0,lagos
Toyota,Corolla,2005.0,Gray,Nigerian Used,263585.0,1800.0,Registered,2100000.0,lagos
Toyota,Camry,2009.0,Silver,Nigerian Used,328696.0,2400.0,Registered,2625000.0,unknown
Volkswagen,Passat,2013.0,White,Foreign Used,128880.0,2500.0,Imported,5775000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,378925.0,2400.0,Imported,2625000.0,lagos
Hyundai,Accent,2014.0,Brown,Nigerian Used,82399.0,1400.0,Registered,2610000.0,lagos
Toyota,Camry,2017.0,Beige,Foreign Used,30001.0,2500.0,Imported,6825000.0,unknown
Lexus,GS,2005.0,Gray,Nigerian Used,121334.0,3000.0,Registered,2730000.0,unknown
Honda,Accord,2009.0,Blue,Nigerian Used,221086.0,3500.0,Imported,2600000.0,lagos
Toyota,Corolla,2010.0,Black,Nigerian Used,179180.0,1800.0,Registered,2887500.0,lagos
Nissan,Almera,2014.0,Red,Nigerian Used,88014.0,1500.0,Brand new,2940000.0,unknown
Toyota,Camry,2008.0,Gray,Nigerian Used,209214.0,2400.0,Registered,2808000.0,rivers
Acura,MDX,2001.0,Black,Nigerian Used,237895.0,3500.0,Registered,1995000.0,lagos
Honda,Accord,2007.0,Gray,Foreign Used,141574.0,3000.0,Imported,3640000.0,unknown
Kia,Optima,2011.0,Black,Nigerian Used,115655.0,2000.0,Brand new,2257500.0,unknown
BMW,525i,2007.0,Black,Foreign Used,119397.0,3000.0,Imported,4200000.0,unknown
Honda,Pilot,2003.0,Silver,Foreign Used,247057.0,3500.0,Imported,2625000.0,unknown
Toyota,Matrix,2003.0,Silver,Nigerian Used,81922.0,1800.0,Registered,1890000.0,unknown
Honda,CR-V,2005.0,White,Nigerian Used,185365.0,2000.0,Registered,1960000.0,abuja
Toyota,Avalon,2006.0,White,Nigerian Used,127318.0,3500.0,Imported,2310000.0,lagos
Honda,CR-V,2002.0,White,Nigerian Used,203868.0,2400.0,Registered,1768000.0,lagos
Nissan,Maxima,2012.0,White,Nigerian Used,222525.0,3500.0,Imported,2835000.0,unknown
BMW,X5,2013.0,Gray,Nigerian Used,49054.0,3000.0,Imported,8925000.0,lagos
Hyundai,Elantra,2008.0,Silver,Nigerian Used,343376.0,2000.0,Imported,2080000.0,unknown
Honda,CR-V,2007.0,Black,Nigerian Used,264981.0,2400.0,Imported,2100000.0,unknown
Mazda,MPV,2005.0,Green,Foreign Used,300779.0,3000.0,Imported,2950000.0,unknown
Kia,Rio,2013.0,Black,Nigerian Used,100823.0,1600.0,Registered,1456000.0,lagos
Volkswagen,Tiguan,2011.0,Gray,Foreign Used,220901.0,2000.0,Imported,4620000.0,unknown
Toyota,Camry,2001.0,Silver,Nigerian Used,430810.0,2200.0,Registered,1872000.0,lagos
Toyota,Camry,2011.0,Black,Nigerian Used,346515.0,2500.0,Imported,2415000.0,lagos
Toyota,Venza,2010.0,Brown,Nigerian Used,231565.0,2700.0,Imported,6032000.0,abuja
Honda,Accord,2008.0,Black,Nigerian Used,232950.0,3500.0,Registered,1700000.0,unknown
Toyota,Matrix,2005.0,Red,Nigerian Used,189221.0,1800.0,Imported,2704000.0,abuja
BMW,328i,2007.0,Silver,Nigerian Used,129987.0,3500.0,Registered,2625000.0,abuja
Kia,Optima,2010.0,Red,Nigerian Used,196801.0,2000.0,Registered,1890000.0,lagos
Honda,Accord,2008.0,Silver,Nigerian Used,81482.0,2000.0,Registered,1890000.0,unknown
Toyota,Camry,2008.0,White,Nigerian Used,95425.0,2400.0,Registered,3640000.0,lagos
Toyota,Corolla,2001.0,Green,Nigerian Used,226490.0,1800.0,Registered,2392000.0,nasarawa
BMW,320i,2015.0,Black,Nigerian Used,101549.0,2000.0,Imported,3890000.0,lagos
Toyota,Avalon,2006.0,Silver,Nigerian Used,149537.0,3500.0,Registered,2100000.0,lagos
Nissan,Rogue,2008.0,Gray,Foreign Used,273051.0,2500.0,Imported,2940000.0,unknown
Toyota,Camry,2004.0,Red,Nigerian Used,160228.0,2400.0,Registered,1890000.0,unknown
Toyota,Corolla,2006.0,Black,Nigerian Used,159925.0,1800.0,Registered,2100000.0,lagos
Toyota,Corolla,2004.0,Silver,Nigerian Used,213279.0,1800.0,Registered,2100000.0,benue
Toyota,Camry,2009.0,Gray,Foreign Used,183202.0,2400.0,Imported,4472000.0,unknown
Hyundai,Tucson,2016.0,White,Foreign Used,145281.0,2000.0,Imported,13650000.0,unknown
Toyota,Corolla,2004.0,Red,Nigerian Used,298513.0,1800.0,Registered,2496000.0,unknown
Mazda,3,2008.0,Blue,Foreign Used,156297.0,2000.0,Imported,2987500.0,unknown
Volkswagen,Tiguan,2011.0,Black,Nigerian Used,73592.0,2000.0,Imported,4300000.0,lagos
Toyota,Avensis,2005.0,Red,Nigerian Used,210124.0,2000.0,Registered,1664000.0,akwa ibom
Toyota,Fortuner,2018.0,Gray,Nigerian Used,29538.0,2700.0,Brand new,21000000.0,lagos
Toyota,Matrix,2006.0,Red,Nigerian Used,482800.0,1800.0,Registered,1890000.0,unknown
Toyota,Avalon,2006.0,Blue,Nigerian Used,298006.0,3500.0,Imported,2310000.0,lagos
Toyota,Corolla,2005.0,Gold,Nigerian Used,299999.0,1800.0,Registered,2392000.0,abuja
Honda,Odyssey,2006.0,Silver,Nigerian Used,268841.0,3500.0,Imported,2100000.0,unknown
Lexus,GS,2007.0,White,Nigerian Used,226237.0,3500.0,Registered,2467500.0,unknown
Toyota,RAV4,2006.0,Black,Nigerian Used,267867.0,2400.0,Registered,2625000.0,unknown
Honda,Accord,2011.0,Silver,Nigerian Used,76824.0,2400.0,Imported,2704000.0,lagos
Honda,CR-V,2008.0,Black,Nigerian Used,189018.0,2400.0,Registered,2600000.0,lagos
Toyota,Avalon,2003.0,Gray,Nigerian Used,400052.0,3000.0,Registered,1664000.0,imo
Volkswagen,Passat,2012.0,Black,Nigerian Used,61058.0,2500.0,Brand new,2625000.0,lagos
Honda,Accord,2007.0,Blue,Nigerian Used,234305.0,2400.0,Imported,2288000.0,unknown
BMW,X5,2009.0,Brown,Nigerian Used,184402.0,3000.0,Registered,5250000.0,unknown
Lexus,ES,2005.0,Brown,Nigerian Used,122922.0,3300.0,Registered,2912000.0,lagos
Toyota,Camry,2008.0,Black,Nigerian Used,272638.0,2300.0,Registered,2625000.0,unknown
Toyota,Avalon,2009.0,Gray,Nigerian Used,83440.0,3500.0,Registered,2725000.0,abuja
Lexus,RX 300,2000.0,Silver,Nigerian Used,96611.0,3000.0,Registered,1569000.0,rivers
Honda,Accord,2007.0,Red,Nigerian Used,165057.0,3000.0,Registered,2080000.0,unknown
Toyota,RAV4,2008.0,Red,Nigerian Used,144296.0,2400.0,Registered,2730000.0,lagos
Toyota,Corolla,2010.0,Black,Nigerian Used,267259.0,1800.0,Registered,2740000.0,unknown
Acura,MDX,2003.0,Silver,Nigerian Used,276243.0,3500.0,Registered,1664000.0,lagos
Toyota,Sienna,2007.0,Blue,Nigerian Used,249344.0,3500.0,Registered,2415000.0,unknown
BMW,3 Series,2005.0,Gray,Foreign Used,137269.0,2500.0,Imported,5775000.0,unknown
Peugeot,307,2004.0,Silver,Nigerian Used,201062.0,1600.0,Registered,1680000.0,abuja
Toyota,Camry,2009.0,Gold,Nigerian Used,280997.0,2400.0,Imported,2730000.0,edo
Toyota,Camry,2003.0,Silver,Nigerian Used,203758.0,2400.0,Registered,2080000.0,unknown
Kia,Rio,2014.0,Gray,Nigerian Used,72525.0,1400.0,Registered,1575000.0,lagos
Nissan,Sentra,2007.0,Silver,Nigerian Used,297713.0,2000.0,Registered,1575000.0,lagos
Honda,Accord,2007.0,Blue,Nigerian Used,165772.0,2400.0,Registered,1872000.0,unknown
Toyota,RAV4,2003.0,Silver,Nigerian Used,412459.0,2000.0,Imported,1880000.0,abia
Toyota,Corolla,2011.0,Silver,Nigerian Used,92066.0,1800.0,Registered,2625000.0,rivers
Toyota,Camry,2003.0,Gray,Nigerian Used,242097.0,2400.0,Registered,1872000.0,abuja
Toyota,Corolla Verso,2005.0,Blue,Nigerian Used,263332.0,1800.0,Imported,2625000.0,lagos
Honda,Accord,2013.0,Black,Nigerian Used,162895.0,3600.0,Registered,7800000.0,lagos
Acura,RDX,2010.0,Gray,Foreign Used,79710.0,2300.0,Imported,4200000.0,unknown
Volvo,XC90,2007.0,Black,Nigerian Used,121553.0,3200.0,Registered,3255000.0,lagos
Toyota,Corolla,2005.0,Black,Nigerian Used,204824.0,1800.0,Imported,3328000.0,abuja
Kia,Rio,2014.0,Black,Nigerian Used,93947.0,1400.0,Registered,2600000.0,unknown
Nissan,Xterra,2005.0,Red,Nigerian Used,180710.0,4000.0,Registered,1664000.0,lagos
Toyota,Camry,2003.0,Blue,Nigerian Used,369219.0,2400.0,Registered,1575000.0,lagos
Honda,Accord,2008.0,Silver,Nigerian Used,196171.0,3500.0,Registered,2100000.0,unknown
Subaru,Legacy,2006.0,Black,Nigerian Used,182174.0,2700.0,Registered,1575000.0,unknown
Peugeot,807,2001.0,Silver,Foreign Used,294852.0,2400.0,Imported,4410000.0,unknown
Ford,Explorer,2005.0,Silver,Nigerian Used,179668.0,4000.0,Registered,1575000.0,akwa ibom
Honda,Accord,2005.0,Gray,Nigerian Used,259597.0,2400.0,Registered,1456000.0,abuja
Honda,Pilot,2004.0,Gray,Foreign Used,125352.0,3500.0,Imported,2100000.0,unknown
Honda,Accord,2010.0,Brown,Nigerian Used,176798.0,2400.0,Registered,1890000.0,unknown
BMW,3 Series,2007.0,Blue,Nigerian Used,41071.0,3000.0,Registered,2940000.0,lagos
Toyota,Avalon,2003.0,Silver,Nigerian Used,102570.0,3000.0,Registered,1470000.0,unknown
Chevrolet,Camaro,2014.0,Red,Foreign Used,77909.0,3600.0,Imported,13650000.0,unknown
Volkswagen,Tiguan,2010.0,Red,Foreign Used,225286.0,2000.0,Imported,4515000.0,unknown
Toyota,Solara,2002.0,Blue,Nigerian Used,283421.0,2400.0,Registered,1575000.0,unknown
Toyota,Yaris,2006.0,Red,Nigerian Used,138884.0,1500.0,Imported,1785000.0,lagos
Land Rover,Lr4,2010.0,Gray,Nigerian Used,72753.0,4000.0,Imported,3200000.0,lagos
Honda,Accord,2003.0,Gray,Nigerian Used,347427.0,2400.0,Registered,1352000.0,unknown
Acura,MDX,2005.0,Black,Nigerian Used,221247.0,3500.0,Imported,1872000.0,unknown
Hyundai,Elantra,2008.0,Brown,Nigerian Used,119723.0,2000.0,Registered,1575000.0,unknown
Chrysler,Sebring,2007.0,Gray,Nigerian Used,248110.0,2700.0,Registered,2625000.0,lagos
Volkswagen,Passat,2010.0,Gray,Foreign Used,350084.0,2000.0,Imported,2780000.0,unknown
Opel,Zafira,2001.0,Blue,Foreign Used,237850.0,2200.0,Imported,2415000.0,unknown
Nissan,Altima,2010.0,Gray,Nigerian Used,182108.0,2000.0,Imported,1680000.0,lagos
Toyota,Corolla Verso,2005.0,Gray,Nigerian Used,136274.0,1800.0,Imported,3150000.0,nasarawa
Toyota,Corolla,2003.0,Silver,Nigerian Used,166621.0,1800.0,Registered,1680000.0,abuja
Toyota,4-Runner,2014.0,Black,Nigerian Used,86287.0,4000.0,Registered,9015000.0,abuja
Toyota,Camry,2014.0,Red,Foreign Used,172793.0,2500.0,Imported,5775000.0,unknown
Toyota,Corolla,2013.0,Gray,Foreign Used,174727.0,1800.0,Imported,5250000.0,unknown
Toyota,Camry,2002.0,Black,Nigerian Used,36821.0,3000.0,Registered,1872000.0,unknown
Hyundai,Santa Fe,2014.0,Black,Nigerian Used,169791.0,2000.0,Registered,5250000.0,lagos
Peugeot,307,2006.0,Black,Foreign Used,122557.0,1600.0,Imported,2520000.0,unknown
Toyota,RAV4,2008.0,Silver,Nigerian Used,180098.0,2400.0,Registered,2625000.0,unknown
Honda,Accord,2007.0,Silver,Nigerian Used,250933.0,3500.0,Registered,1260000.0,abuja
Infiniti,FX35,2004.0,Gold,Nigerian Used,226149.0,3500.0,Registered,1890000.0,abuja
Nissan,Sentra,2007.0,Green,Nigerian Used,233305.0,2000.0,Imported,1600000.0,unknown
Honda,CR-V,2008.0,Silver,Nigerian Used,133114.0,2400.0,Registered,2600000.0,unknown
Honda,Pilot,2005.0,Blue,Nigerian Used,174272.0,3500.0,Registered,1575000.0,kaduna
Toyota,Camry,2005.0,Beige,Foreign Used,231419.0,2400.0,Imported,3848000.0,unknown
Mercedes-Benz,GLK-Class,2012.0,White,Nigerian Used,396459.0,3500.0,Registered,4980000.0,lagos
Honda,Accord,2008.0,Red,Nigerian Used,97085.0,2000.0,Registered,2100000.0,abuja
Toyota,Highlander,2008.0,Gray,Foreign Used,96095.0,3500.0,Imported,7800000.0,unknown
Honda,Accord Crosstour,2010.0,Black,Nigerian Used,135965.0,3500.0,Imported,2940000.0,unknown
Toyota,Corolla,2004.0,Gray,Nigerian Used,259140.0,1800.0,Registered,1942000.0,lagos
Toyota,Corolla,2005.0,Silver,Nigerian Used,177226.0,1600.0,Registered,2392000.0,abuja
Toyota,Avalon,2006.0,Black,Nigerian Used,153862.0,3500.0,Registered,1785000.0,lagos
Mazda,3,2008.0,White,Nigerian Used,170526.0,2000.0,Registered,1530000.0,lagos
BMW,328i,2006.0,Black,Nigerian Used,217778.0,3000.0,Registered,2415000.0,abuja
Hyundai,Accent,2011.0,Blue,Nigerian Used,168038.0,1400.0,Registered,2100000.0,lagos
Toyota,Camry,2005.0,Red,Nigerian Used,158466.0,3000.0,Registered,2080000.0,unknown
Toyota,Camry,2002.0,Blue,Nigerian Used,332837.0,2400.0,Registered,1612000.0,unknown
Volkswagen,Golf,2011.0,Black,Nigerian Used,175812.0,2500.0,Registered,2625000.0,unknown
Toyota,Camry,2011.0,Black,Nigerian Used,267895.0,2500.0,Registered,2478000.0,kwara
Kia,Rio,2012.0,Black,Nigerian Used,67518.0,1400.0,Registered,1575000.0,lagos
Hyundai,Sonata,2004.0,Green,Nigerian Used,226555.0,2400.0,Registered,1260000.0,edo
Toyota,Camry,2003.0,Green,Nigerian Used,390050.0,2400.0,Registered,1470000.0,unknown
Volkswagen,Golf,2001.0,Gold,Foreign Used,242074.0,1600.0,Imported,1785000.0,unknown
Toyota,Corolla,2000.0,Blue,Foreign Used,333981.0,1400.0,Imported,2310000.0,unknown
Toyota,Matrix,2003.0,Blue,Nigerian Used,482800.0,1800.0,Registered,1785000.0,lagos
Toyota,Corolla,2010.0,Black,Nigerian Used,86190.0,1800.0,Brand new,2625000.0,lagos
Honda,Pilot,2007.0,White,Foreign Used,307345.0,3500.0,Imported,3640000.0,unknown
Toyota,Sienna,2009.0,Silver,Nigerian Used,111790.0,3500.0,Imported,3536000.0,unknown
Honda,Accord,2006.0,Blue,Nigerian Used,347845.0,2600.0,Registered,2080000.0,unknown
Honda,Accord,2008.0,Black,Nigerian Used,133126.0,2400.0,Registered,2496000.0,unknown
Toyota,Camry,2004.0,Gold,Nigerian Used,157063.0,2400.0,Registered,1785000.0,unknown
Acura,TL,2008.0,Black,Nigerian Used,201989.0,3200.0,Imported,1575000.0,lagos
Mercedes-Benz,C240,2004.0,White,Nigerian Used,297267.0,2600.0,Imported,2600000.0,abuja
Honda,Accord,2007.0,Gray,Nigerian Used,373746.0,2400.0,Imported,1575000.0,lagos
Toyota,Camry,2000.0,Gold,Nigerian Used,95197.0,2200.0,Imported,1456000.0,lagos
Toyota,Corolla,2005.0,Red,Nigerian Used,315052.0,2000.0,Registered,2600000.0,unknown
Nissan,Almera,2005.0,Purple,Nigerian Used,114806.0,1800.0,Registered,1680000.0,unknown
Toyota,Camry,2011.0,Gray,Nigerian Used,115350.0,2500.0,Imported,2940000.0,lagos
Peugeot,406,2004.0,Green,Nigerian Used,144253.0,2200.0,Registered,1365000.0,kaduna
Toyota,Camry,2011.0,Silver,Nigerian Used,108653.0,2500.0,Imported,3640000.0,lagos
Volkswagen,Golf,2004.0,Green,Nigerian Used,210078.0,1600.0,Registered,1560000.0,unknown
Hyundai,Tucson,2010.0,Red,Foreign Used,190796.0,2400.0,Imported,5775000.0,unknown
Honda,Odyssey,2003.0,Gray,Nigerian Used,273835.0,3500.0,Imported,1664000.0,lagos
Toyota,Camry,2002.0,Gray,Nigerian Used,192843.0,3500.0,Registered,1768000.0,edo
Toyota,Corolla,2009.0,Black,Nigerian Used,187689.0,1800.0,Registered,3536000.0,lagos
Toyota,Highlander,2008.0,Blue,Nigerian Used,161247.0,3500.0,Imported,4725000.0,lagos
Honda,Pilot,2009.0,Black,Foreign Used,140952.0,3500.0,Imported,5250000.0,unknown
Toyota,Camry,2000.0,Red,Nigerian Used,436461.0,2400.0,Imported,1248000.0,unknown
Toyota,Corolla,2009.0,Red,Foreign Used,230924.0,1800.0,Imported,4992000.0,unknown
Honda,Accord,2005.0,Black,Nigerian Used,358305.0,2400.0,Registered,1664000.0,abuja
Toyota,Solara,2004.0,White,Foreign Used,330025.0,3300.0,Imported,2100000.0,unknown
Toyota,Corolla,2009.0,Red,Nigerian Used,241182.0,1800.0,Imported,3536000.0,lagos
Opel,Zafira,2002.0,Silver,Nigerian Used,402725.0,1800.0,Registered,1365000.0,lagos
Toyota,Avalon,2006.0,Off white,Nigerian Used,76412.0,3500.0,Registered,2704000.0,abuja
Toyota,Camry,2001.0,Gray,Nigerian Used,310280.0,3000.0,Registered,1456000.0,abuja
Honda,Accord Crosstour,2010.0,Black,Nigerian Used,189280.0,3500.0,Imported,3744000.0,lagos
Volkswagen,Golf,2003.0,Black,Nigerian Used,201507.0,1600.0,Imported,1417500.0,lagos
Honda,Accord,2013.0,Burgandy,Nigerian Used,144222.0,2400.0,Imported,4200000.0,lagos
Toyota,Corolla,2004.0,Blue,Nigerian Used,395793.0,1800.0,Registered,2600000.0,lagos
Hyundai,Santa Fe,2007.0,Blue,Nigerian Used,127904.0,3500.0,Registered,2415000.0,cross river
